fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,fst_sel_index1,fst_sel_index2,fst_sel_index3,fst_sel_index4,fst_sel_index5,fst_sel_index6,lst_sel_index1,lst_sel_index2,lst_sel_index3,lst_sel_index4,lst_sel_index5,lst_sel_index6,fst_typen1,fst_typen2,fst_typen3,fst_typen4,fst_typen5,fst_typen6,lst_typen1,lst_typen2,lst_typen3,lst_typen4,lst_typen5,lst_typen6,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,graduated,grad2,grad4,i_cdr2,i_cdr3,i_cdr5,alt_cdr2,alt_cdr3,alt_cdr5,alt_cdr2_f,alt_cdr2_dnf,rr2,rr5,neg_am2,neg_am5,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,age_entry,cpi_adj
2010,,,3,316,314,2,16,2,,,,,,,,,,,,,,,,,,,,,,,,,5051,4262,789,28,15990,8795,13565,8600,45015,36270,17570,9015,19510,18590,55235,37910,33185,90445,3.631,1,0.47,0.359,0.191,0.162,0.275,,0.231,0.308,,0.114,0.334,1.05,,0.591,,40245,0.526,0.563,0.509,55306,0.112,0.093,0.036,29165,14935,50615,29095,35040,22,0.941916
2011,,,3,455,453,2,20,3,,,,,,,,,,,,,,,,,,,,,,,,,7528,6496,1032,34,16550,9205,14350,9085,47465,36095,12150,6960,19995,19155,61140,39885,35170,102270,3.604,1,0.482,0.374,0.178,0.194,0.286,,0.248,0.313,,0.153,0.335,1.066,,0.618,,38965,0.509,0.561,0.511,54900,0.115,0.094,0.036,27595,15165,48970,27570,34050,23,0.965479
2012,,,3,566,564,2,22,3,,,,,,,,,,,,,,,,,,,,,,,,,9896,8630,1267,54,17490,9630,15310,9495,51915,40230,15845,10435,21545,20745,67160,42730,38120,112875,3.498,1,0.516,0.412,0.173,0.177,,,0.229,,,0.169,0.294,1.067,,0.639,,36285,0.492,0.559,0.511,54729,0.126,0.097,0.037,24515,13470,45145,24505,33325,23,0.980216
2013,,,3,635,633,2,25,4,,,,,,,,,,,,,,,,,,,,,,,,,11985,10545,1440,63,18885,10335,16665,10260,52650,39870,15855,10500,24005,22990,67585,46370,41935,114795,3.581,1,0.452,0.351,0.17,,,,,,,,,,,,,35800,0.501,0.577,0.497,54946,0.132,0.097,0.037,23855,12825,43030,23855,30315,23,0.992323
2014,,,3,715,713,3,31,4,,,,,,,,,,,,,,,,,,,,,,,,,14633,12869,1764,89,20460,11650,18055,11450,53135,41355,22080,13290,26795,25825,69915,49115,44775,110430,3.755,2,0.39,0.291,0.17,,,,,,,,,,,,,35710,0.516,0.6,0.494,54945,0.143,0.099,0.038,23680,12910,41590,23660,29165,23,1
1970,,,4,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,865,875,845,865,1115,1170,,,1270,1270,1290,1320,1325,1290,2.548,0,,,,0.095,0.095,0.119,0.095,0.095,0.119,,,0.84,0.552,0,0,,,,,,,,,,,,,,,0.209694
1971,,,4,6,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,0,1085,865,1080,865,1030,890,,,1265,1255,1275,2120,2120,1325,2.411,0,,,,0.051,0.072,0.11,0.064,0.089,0.127,,,0.843,0.551,0.013,0.017,,,,,,,,,,,,,,,0.217343
1972,,,4,19,18,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24,21,3,0,1265,1045,1210,990,1520,1285,,,1320,1320,1670,2215,2120,2590,2.236,0,,,,0.051,0.06,0.12,0.055,0.073,0.131,,,0.841,0.55,0.011,0.036,,,,,,,,,,,,,,,0.224633
1973,,,4,29,27,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,46,42,4,0,1595,1310,1560,1305,1710,1295,,,2145,2080,2235,2625,2620,2605,1.993,0,,,,0.077,0.098,0.15,0.092,0.111,0.152,,,0.841,0.55,0.014,0.028,,,,,,,,,,,,,,,0.24199
1974,,,4,35,32,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,66,60,6,0,1915,1705,1860,1675,1860,1310,,,2590,2575,2510,3475,3435,3865,3.386,0,,,,0.093,0.14,0.17,0.119,0.149,0.175,,,0.841,0.551,0.025,0.04,,,,,,,,,,,,,,,0.269745
1975,,,4,39,36,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,87,77,11,0,2250,1915,2125,1760,2355,1770,,,3065,2795,3220,4100,3935,4325,3.153,1,,,,0.091,0.117,0.147,0.108,0.126,0.151,,,0.84,0.55,0.025,0.045,,,,,,,,,,,,,,,0.287627
1976,,,4,38,35,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,88,77,11,0,2340,1885,2225,1750,2400,2130,,,3005,2845,2795,4635,4265,4955,3.055,0,,,,0.095,0.138,0.176,0.121,0.156,0.178,,,0.841,0.55,0.063,0.088,,,,,,,,,,,,,,,0.302189
1977,,,4,43,39,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,105,91,14,0,2450,1790,2310,1735,2480,1925,,,3350,3095,3430,4880,4575,4735,3.701,0,,,,0.094,0.145,0.174,0.126,0.153,0.178,,,0.841,0.551,0.084,0.103,,,,,,,,,,,,,,,0.322139
1978,,,4,53,47,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,141,115,25,0,2670,2120,2455,1930,2645,2105,,,3510,3375,3415,5185,4830,4925,3.513,0,,,,0.074,0.106,0.131,0.093,0.112,0.136,,,0.841,0.55,0.062,0.079,,,,,,,,,,,,,,,0.346492
1979,,,4,63,56,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,182,147,35,0,2910,2185,2630,2135,2935,2165,,,3865,3475,3935,5790,5120,6030,3.503,0,,,,0.07,0.092,0.115,0.08,0.099,0.119,,,0.841,0.55,0.049,0.07,,,,,,,,,,,,,,,0.381639
1980,,,4,80,71,9,7,0,,,,,,,,,,,,,,,,,,,,,,,,,247,190,57,0,3080,2210,2690,2145,3525,2510,,,4195,3605,4370,6175,5215,7680,3.557,0,,,,0.062,0.082,0.113,0.07,0.088,0.116,,,0.841,0.55,0.043,0.065,,,,,,,,,,,,,,,0.42186
1981,,,4,132,117,16,10,0,,,,,,,,,,,,,,,,,,,,,,,,,413,317,96,0,3115,2210,2720,2160,3650,2895,2645,2645,4210,3670,4355,6060,5090,7940,3.204,0,,,,0.055,0.073,0.102,0.062,0.079,0.106,,,0.841,0.55,0.039,0.058,,,,,,,,,,,,,,,0.452594
1982,,,4,222,193,28,18,0,,,,,,,,,,,,,,,,,,,,,,,,,754,556,198,0,3405,2490,2875,2185,4300,3970,1405,1405,4290,4010,4790,6400,5135,8535,2.919,0,,,,0.04,0.06,0.084,0.048,0.067,0.086,,,0.841,0.55,0.039,0.05,,,,,,,,,,,,,,,0.474364
1983,,,4,300,261,39,23,0,,,,,,,,,,,,,,,,,,,,,,,,,1178,863,315,0,3920,3390,3305,2690,5060,4250,1890,1890,4695,4290,6895,7145,6145,8960,3.123,1,,,,0.059,0.081,0.102,0.069,0.088,0.104,,,0.844,0.55,0.048,0.054,,,,,,,,,,,,,,,0.491878
1984,,,4,329,288,41,24,0,,,,,,,,,,,,,,,,,,,,,,,,,1457,1063,394,0,4430,3935,3695,3320,6030,4345,2000,2020,5765,4790,8450,8375,6530,12760,3.288,1,,,,0.068,0.092,0.11,0.079,0.097,0.112,,,0.846,0.553,0.051,0.06,,,,,,,,,,,,,,,0.509814
1985,,,4,363,320,42,26,0,,,,,,,,,,,,,,,,,,,,,,,,,1709,1245,464,0,4710,4150,3885,3460,6750,4710,5050,5050,6280,5215,8890,8610,7275,13650,3.479,1,,,,0.08,0.098,0.117,0.089,0.104,0.12,,,0.846,0.554,0.054,0.062,,,,,,,,,,,,,,,0.528431
1986,,,4,390,344,46,31,0,,,,,,,,,,,,,,,,,,,,,,,,,1923,1369,553,0,4930,4170,3980,3365,7250,5090,4930,2470,6505,5540,10000,9070,7780,15225,3.379,1,,,,0.076,0.094,0.115,0.084,0.1,0.119,,,0.846,0.556,0.056,0.067,,,,,,,,,,,,,,,0.536539
1987,,,4,380,335,44,32,0,,,,,,,,,,,,,,,,,,,,,,,,,1984,1371,613,0,5230,4195,4085,3535,8110,6095,2255,2255,6600,5660,11280,9960,8005,16950,3.278,1,,,,0.074,0.096,0.127,0.084,0.103,0.131,,,0.846,0.55,0.068,0.08,,,,,,,,,,,,,,,0.556903
1988,,,4,369,330,39,33,0,,,,,,,,,,,,,,,,,,,,,,,,,2018,1384,634,1,5470,4200,4195,3635,8790,6420,3120,3450,6770,5835,12465,10425,8130,18900,3.211,1,,,,0.088,0.115,0.149,0.101,0.124,0.154,,,0.846,0.546,0.076,0.101,,,,,,,,,,,,,,,0.580705
1989,,,4,346,311,35,32,0,,,,,,,,,,,,,,,,,,,,,,,,,2065,1372,693,1,5975,4240,4415,3700,10305,7280,3025,2675,7430,6190,13945,11620,8530,21390,3.15,2,,,,0.084,0.115,0.151,0.101,0.124,0.156,,,0.844,0.545,0.088,0.106,,,,,,,,,,,,,,,0.60299
1990,,,4,329,293,35,32,1,,,,,,,,,,,,,,,,,,,,,,,,,2119,1354,765,1,6445,4375,4615,3735,11295,8130,2825,2765,7990,6345,15910,13090,9170,24000,3.132,2,,,,0.09,0.122,0.157,0.106,0.13,0.16,,,0.845,0.545,0.099,0.119,,,,,,,,,,,,,,,0.631967
1991,,,4,326,290,37,32,1,,,,,,,,,,,,,,,,,,,,,,,,,2268,1420,848,3,6955,4570,4905,3850,12380,8940,4250,2855,8650,6715,16980,14595,9985,27075,3.213,2,,,,0.084,0.114,0.152,0.099,0.124,0.155,,,0.84,0.542,0.099,0.121,,,,,,,,,,,,,,,0.648323
1992,,,4,324,285,39,33,1,,,,,,,,,,,,,,,,,,,,,,,,,2478,1508,971,3,7660,5065,5295,4005,13470,9565,3470,2525,9505,7305,19360,16085,10880,29485,3.206,2,,,,0.087,0.121,0.158,0.103,0.129,0.162,,,0.84,0.543,0.11,0.131,,,,,,,,,,,,,,,0.665147
1993,,,4,352,309,42,37,1,,,,,,,,,,,,,,,,,,,,,,,,,2926,1768,1158,4,8325,5610,5720,4365,14665,11075,3830,3215,10385,7835,20535,17730,11610,32365,3.1,2,,,,0.089,0.123,0.161,0.105,0.131,0.164,,,0.84,0.525,0.113,0.184,,,,,,,,,,,,,,,0.679709
1994,,,4,371,327,44,36,1,,,,,,,,,,,,,,,,,,,,,,,,,3258,2021,1237,6,8785,6125,6180,4850,15445,11305,4280,2865,11035,8580,21680,18245,12620,33370,2.988,2,,,,0.079,0.116,0.154,0.095,0.126,0.157,,,0.847,0.529,0.129,0.197,,,,,,,,,,,,,,,0.694281
1995,,,4,397,350,46,34,1,,,,,,,,,,,,,,,,,,,,,,,,,4036,2544,1492,9,10180,7115,7265,5695,18495,13590,6720,5135,12695,10075,25275,20800,14575,40600,2.92,2,,,,0.08,0.116,0.15,0.096,0.125,0.153,,,0.853,0.558,0.143,0.215,40330,0.529,0.366,0.451,86750,0.025,0.044,0.021,28320,11925,47835,28430,20500,,0.707602
1996,,,4,432,382,51,42,1,,,,,,,,,,,,,,,,,,,,,,,,,5124,3300,1824,6,11850,8710,8645,6980,19765,14705,5575,3830,15075,12175,27555,23925,17065,44100,2.925,2,0.574,0.031,0.554,0.076,0.11,0.139,0.093,0.12,0.142,0.063,0.14,0.873,0.566,0.307,0.23,40065,0.499,0.481,0.427,58359,0.139,0.083,0.034,27890,13935,53150,29090,16765,,0.724261
1997,,,4,465,411,54,47,1,,,,,,,,,,,,,,,,,,,,,,,,,6399,4048,2352,11,13765,10350,9840,8195,23285,16595,7905,4500,17220,14085,31970,28345,19455,53955,3.015,2,0.545,0.032,0.526,0.066,0.095,0.125,0.082,0.101,0.129,0.054,0.119,0.888,0.58,0.344,0.247,42670,0.521,0.498,0.398,53293,0.091,0.101,0.043,30785,15125,54090,32205,18665,,0.732323
1998,,,4,491,435,56,50,1,,,,,,,,,,,,,,,,,,,,,,,,,7612,4893,2719,10,15500,11280,11260,9395,25675,17975,9725,7020,19480,16110,35535,32230,22460,60045,3.123,2,0.521,0.031,0.503,0.058,0.084,0.119,0.067,0.092,0.123,0.044,0.095,0.886,0.597,0.304,0.238,43780,0.539,0.514,0.391,50118,0.144,0.122,0.043,31200,16650,54670,32760,22685,,0.738253
1999,,,4,515,459,56,60,1,,,,,,,,,,,,,,,,,,,,,,,,,8860,5571,3288,13,17210,12670,12150,10280,28270,19985,9925,6160,21400,17215,38555,36670,24110,63825,3.286,2,0.52,0.033,0.501,0.05,0.078,0.111,0.06,0.087,0.115,0.038,0.086,0.884,0.602,0.306,0.243,46135,0.584,0.526,0.378,54604,0.176,0.115,0.041,33785,16920,55600,35965,22300,21,0.753413
2000,,,4,537,479,59,64,1,,,,,,,,,,,,,,,,,,,,,,,,,9648,6145,3503,17,17960,13255,12840,10870,28500,19785,12600,6365,22310,17995,38485,38175,25315,63645,3.385,2,0.53,0.036,0.51,0.05,0.08,0.113,0.062,0.088,0.118,0.037,0.091,0.885,0.627,0.304,0.235,49385,0.645,0.528,0.37,54509,0.125,0.099,0.037,38350,16665,58210,41050,23585,21,0.77168
2001,,,4,526,471,55,68,2,,,,,,,,,,,,,,,,,,,,,,,,,10352,6315,4037,18,19675,13910,13395,11270,32770,21885,12100,5700,23575,18715,42290,42380,26475,76325,3.572,3,0.551,0.037,0.528,0.048,0.074,0.105,0.058,0.082,0.108,0.032,0.092,0.887,0.663,0.304,0.241,52530,0.681,0.525,0.373,57222,0.119,0.094,0.037,42075,17755,59415,44605,27435,20,0.779909
2002,,,4,521,470,51,75,2,,,,,,,,,,,,,,,,,,,,,,,,,10653,6467,4185,23,20440,14410,13770,11645,33215,22315,12335,6740,24385,19145,42530,44430,27355,74735,3.674,3,0.568,0.037,0.546,0.046,0.07,0.099,0.055,0.078,0.104,0.028,0.092,0.907,0.71,0.288,0.235,54320,0.701,0.531,0.371,58667,0.113,0.09,0.036,43880,18275,60300,46390,30955,20,0.796383
2003,,,4,551,501,50,87,3,,,,,,,,,,,,,,,,,,,,,,,,,11662,6984,4678,28,21165,14535,13930,11840,34340,22785,11255,5975,25235,19290,44940,46340,27700,79000,3.858,3,0.585,0.041,0.561,0.041,0.067,0.098,0.051,0.074,0.103,0.026,0.086,0.916,0.729,0.282,0.227,56205,0.714,0.529,0.364,59472,0.106,0.087,0.035,46255,18755,61040,48805,33135,20,0.811654
2004,,,4,600,546,54,101,2,,,,,,,,,,,,,,,,,,,,,,,,,12948,7740,5208,22,21595,15060,14180,12170,33720,22460,9665,5785,25460,19560,43295,47470,27960,75625,3.952,3,0.625,0.045,0.598,0.042,0.069,0.102,0.053,0.078,0.107,0.026,0.096,0.921,0.751,0.289,0.225,58750,0.729,0.541,0.369,61031,0.101,0.083,0.034,48425,18775,63395,50665,38035,20,0.834702
2005,,,4,712,645,67,123,3,,,,,,,,,,,,,,,,,,,,,,,,,16186,9476,6710,54,22740,15760,14695,12835,35325,24525,15790,6825,26845,20005,44215,49215,28895,76060,4.08,3,0.669,0.048,0.643,0.038,0.066,0.096,0.05,0.075,0.1,0.022,0.105,0.928,0.762,0.294,0.222,59835,0.734,0.536,0.358,61275,0.103,0.083,0.034,49195,19095,64230,52030,39060,20,0.858669
2006,,,4,731,668,62,137,4,,,,,,,,,,,,,,,,,,,,,,,,,17505,10268,7237,57,23960,16535,15360,13350,36305,26560,15740,8975,29460,21025,45530,52105,30600,75255,4.265,3,0.69,0.055,0.66,0.046,0.075,0.106,0.058,0.083,0.111,0.027,0.128,0.941,0.779,0.317,0.241,60175,0.743,0.547,0.355,61015,0.103,0.085,0.034,49455,19120,63520,52080,41190,20,0.876992
2007,,,4,629,581,48,110,4,,,,,,,,,,,,,,,,,,,,,,,,,15055,9224,5831,59,23920,16360,15865,13570,36810,26525,16495,10130,29990,21795,46055,51650,32775,77590,4.343,3,0.687,0.062,0.655,0.058,0.094,0.137,0.075,0.106,0.143,0.035,0.162,0.944,0.774,0.338,0.268,59990,0.749,0.549,0.371,60392,0.11,0.087,0.035,48515,18940,62490,50310,43875,20,0.906824
2008,,,4,663,605,58,115,3,,,,,,,,,,,,,,,,,,,,,,,,,16758,9693,7065,55,25265,16545,16015,13705,40790,29740,16865,10040,30830,21600,52435,55165,33100,91020,4.444,3,0.712,0.069,0.678,0.06,0.101,0.154,0.078,0.115,0.163,0.04,0.174,0.924,0.711,0.339,0.279,61530,0.759,0.557,0.358,60939,0.108,0.086,0.035,50265,18375,63675,52355,43475,20,0.910217
2009,,,4,787,712,75,141,4,,,,,,,,,,,,,,,,,,,,,,,,,21078,11503,9575,65,26795,16730,16165,13615,44265,31135,15265,9000,32075,21635,55655,59245,33095,101560,4.604,3,0.735,0.073,0.699,0.061,0.11,0.167,0.086,0.126,0.173,0.048,0.194,0.926,0.692,0.364,0.3,62900,0.77,0.56,0.36,61342,0.107,0.086,0.034,51595,18655,64980,53945,44750,20,0.929017
2010,,,4,806,733,72,149,5,,,,,,,,,,,,,,,,,,,,,,,,,24263,13303,10960,78,30105,18815,18135,15435,49485,33565,16185,11265,35630,23805,62460,65945,37055,117885,4.893,3,0.739,0.078,0.703,0.07,0.114,,0.092,0.13,,0.05,0.214,0.946,,0.412,,64125,0.776,0.562,0.349,61805,0.109,0.084,0.034,52080,17735,65685,54280,46035,20,0.941916
2011,,,4,968,885,82,173,6,,,,,,,,,,,,,,,,,,,,,,,,,30708,17289,13420,116,31730,20445,19525,16435,52590,35480,18395,10895,37530,26035,65310,67860,40050,127125,5.03,3,0.738,0.085,0.697,0.08,0.121,,0.103,0.132,,0.06,0.224,0.965,,0.444,,63830,0.778,0.559,0.354,61628,0.112,0.085,0.034,50685,17475,64310,52345,46795,20,0.965479
2012,,,4,1119,1029,90,199,8,,,,,,,,,,,,,,,,,,,,,,,,,37410,21350,16060,163,33440,22005,20750,17435,55630,37310,20820,12300,39285,28245,69100,70620,42445,131955,5.104,3,0.744,0.088,0.702,0.073,,,0.091,,,0.06,0.183,0.981,,0.47,,63660,0.779,0.566,0.358,61600,0.119,0.086,0.035,50080,17310,63635,51365,47730,20,0.980216
2013,,,4,1215,1123,92,210,8,,,,,,,,,,,,,,,,,,,,,,,,,42604,24797,17807,192,35055,23390,22075,18655,59010,39165,23175,14580,41100,30585,74385,72515,45590,138810,5.131,3,0.705,0.082,0.667,,,,,,,,,,,,,62695,0.783,0.573,0.36,61297,0.122,0.088,0.035,48095,17100,60995,49375,45540,20,0.992323
2014,,,4,1317,1228,89,219,9,,,,,,,,,,,,,,,,,,,,,,,,,47772,28410,19362,173,36275,24325,23135,19705,62810,41480,20235,12785,42555,31985,78770,74735,47790,149390,5.11,3,0.678,0.076,0.644,,,,,,,,,,,,,62555,0.794,0.582,0.352,61275,0.128,0.089,0.035,47015,16285,59035,48010,45930,20,1
1970,,,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1310,1310,1310,1310,,,,,1310,1310,,1310,1310,,0,0,,,,0,0,0,0,0,0,,,0.846,0.571,0,0,,,,,,,,,,,,,,,0.209694
1971,,,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1045,885,1045,885,,,,,1075,1075,,2535,2535,,0,0,,,,0,0,0.125,0,0.125,0.25,,,0.846,0.581,0,0.125,,,,,,,,,,,,,,,0.217343
1972,,,5,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1090,890,1035,880,1605,1380,,,1310,1295,2160,1750,1750,2160,2.438,0,,,,0.031,0.063,0.156,0.031,0.125,0.156,,,0.844,0.555,0.031,0.031,,,,,,,,,,,,,,,0.224633
1973,,,5,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1325,1215,1335,1295,950,950,,,1705,1705,950,2245,2290,950,2.05,0,,,,0.175,0.225,0.275,0.225,0.25,0.275,,,0.841,0.554,0,0,,,,,,,,,,,,,,,0.24199
1974,,,5,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1690,1310,1625,1300,2710,2025,,,2185,2145,4045,2850,2670,5545,3.758,0,,,,0.076,0.106,0.121,0.091,0.106,0.121,,,0.839,0.545,0.015,0.031,,,,,,,,,,,,,,,0.269745
1975,,,5,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1670,1655,1620,1495,2910,2910,,,2470,2190,2910,2640,2620,2910,3,0,,,,0.081,0.097,0.145,0.097,0.097,0.145,,,0.842,0.556,0.048,0.065,,,,,,,,,,,,,,,0.287627
1976,,,5,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1760,1300,1660,1295,3505,3650,,,2105,2005,4935,3730,3630,5580,2.123,0,,,,0.11,0.151,0.192,0.151,0.164,0.192,,,0.841,0.556,0.055,0.082,,,,,,,,,,,,,,,0.302189
1977,,,5,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1820,1470,1825,1485,1010,875,,,2530,2530,1430,3415,3415,1580,2.376,0,,,,0.141,0.224,0.282,0.2,0.247,0.294,,,0.84,0.55,0.082,0.141,,,,,,,,,,,,,,,0.322139
1978,,,5,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,0,2390,1740,2185,1705,4625,3810,,,2720,2605,4815,4725,4240,13140,3.472,0,,,,0.079,0.11,0.134,0.102,0.134,0.134,,,0.843,0.55,0.087,0.094,,,,,,,,,,,,,,,0.346492
1979,,,5,4,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,8,1,0,2390,2110,2260,1895,3695,2185,,,2785,2730,5245,4065,3910,8840,4.647,0,,,,0.071,0.115,0.128,0.103,0.115,0.128,,,0.841,0.545,0.032,0.038,,,,,,,,,,,,,,,0.381639
1980,,,5,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,11,1,0,2580,2175,2505,2160,2940,2810,,,3390,3265,3840,4295,4240,4790,2.771,0,,,,0.085,0.117,0.133,0.096,0.122,0.133,,,0.841,0.55,0.069,0.074,,,,,,,,,,,,,,,0.42186
1981,,,5,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18,17,2,0,2550,2175,2405,2160,3610,2760,,,3280,3150,4265,4295,4265,8530,3.819,0,,,,0.087,0.132,0.142,0.115,0.135,0.142,,,0.841,0.55,0.066,0.069,,,,,,,,,,,,,,,0.452594
1982,,,5,13,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,35,34,1,0,2810,2180,2765,2180,2555,2180,,,3685,3560,2770,4445,4400,4360,2.078,0,,,,0.114,0.155,0.175,0.135,0.159,0.181,,,0.843,0.551,0.09,0.096,,,,,,,,,,,,,,,0.474364
1983,,,5,16,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,48,46,2,0,3085,2220,2990,2215,4900,4215,,,4000,3910,6035,5365,5275,12300,2.417,0,,,,0.161,0.19,0.216,0.184,0.198,0.216,,,0.848,0.556,0.081,0.083,,,,,,,,,,,,,,,0.491878
1984,,,5,14,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,47,44,4,0,3280,2255,3125,2215,5220,4295,,,4285,4260,6090,5975,5635,13035,2.649,0,,,,0.153,0.198,0.227,0.17,0.205,0.233,,,0.848,0.557,0.082,0.097,,,,,,,,,,,,,,,0.509814
1985,,,5,16,16,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,59,54,4,0,3670,2725,3500,2610,5230,4270,,,4400,4360,8385,6540,6355,8710,2.54,0,,,,0.151,0.181,0.217,0.173,0.19,0.218,,,0.848,0.559,0.073,0.087,,,,,,,,,,,,,,,0.528431
1986,,,5,17,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,59,55,4,0,3380,2215,3235,2210,6800,5580,,,4275,4250,8690,6320,6190,12600,2.312,0,,,,0.201,0.241,0.272,0.229,0.251,0.281,,,0.848,0.557,0.093,0.112,,,,,,,,,,,,,,,0.536539
1987,,,5,17,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,60,57,3,0,3455,2500,3305,2500,5690,5060,,,4295,4250,8585,6395,6300,11110,2.339,0,,,,0.193,0.221,0.268,0.212,0.232,0.276,,,0.848,0.555,0.089,0.098,,,,,,,,,,,,,,,0.556903
1988,,,5,18,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,63,59,4,0,3460,2330,3275,2320,9280,4275,,,4240,4225,13815,6290,6210,17730,2.168,0,,,,0.214,0.258,0.311,0.244,0.267,0.321,,,0.847,0.551,0.132,0.195,,,,,,,,,,,,,,,0.580705
1989,,,5,20,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,76,71,5,0,3865,2695,3640,2665,11230,8395,3080,3080,4740,4650,12925,6710,6640,27740,1.976,0,,,,0.276,0.352,0.412,0.322,0.373,0.418,,,0.852,0.568,0.19,0.231,,,,,,,,,,,,,,,0.60299
1990,,,5,18,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,77,74,3,0,4335,3470,4205,3375,6915,5825,2960,2955,5700,5590,6475,7585,7545,19350,1.83,0,,,,0.307,0.372,0.438,0.339,0.39,0.444,,,0.856,0.578,0.236,0.279,,,,,,,,,,,,,,,0.631967
1991,,,5,16,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,70,67,3,0,4400,3610,4265,3520,8745,6505,2780,2780,5615,5475,9570,8590,8285,14020,2.143,0,,,,0.286,0.343,0.409,0.321,0.354,0.421,,,0.848,0.57,0.231,0.25,,,,,,,,,,,,,,,0.648323
1992,,,5,16,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,74,70,4,1,4490,2900,4285,2790,10230,6800,8145,2485,5250,5190,10280,8695,8425,25970,1.995,0,,,,0.273,0.341,0.407,0.303,0.364,0.425,,,0.845,0.573,0.244,0.267,,,,,,,,,,,,,,,0.665147
1993,,,5,17,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,85,80,5,0,5050,3735,4805,3625,12675,8105,2300,2185,6300,6155,12470,10835,10385,33645,1.665,0,,,,0.218,0.295,0.369,0.245,0.319,0.381,,,0.845,0.519,0.201,0.252,,,,,,,,,,,,,,,0.679709
1994,,,5,15,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,78,75,4,0,5130,3790,4945,3720,13415,7095,4790,6340,6570,6465,22720,10825,10400,23500,1.699,0,,,,0.205,0.275,0.34,0.239,0.298,0.342,,,0.85,0.519,0.197,0.245,,,,,,,,,,,,,,,0.694281
1995,,,5,13,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,77,72,5,0,6015,4715,5685,4615,12435,8455,,,7935,7640,13940,11935,11765,35000,1.957,1,,,,0.17,0.23,0.29,0.199,0.253,0.294,,,0.854,0.512,0.179,0.251,40800,0.2,0.4,0.444,49579,0.182,0.145,0.039,28215,22905,57250,28215,,,0.707602
1996,,,5,14,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,101,90,12,0,7445,5685,6685,5375,20390,11015,4745,4745,8935,8400,34005,15025,13875,50770,2.456,1,0.666,0.6,0.146,0.149,0.224,0.294,0.188,0.254,0.3,0.143,0.311,0.925,0.587,0.399,0.305,23875,0.394,0.623,0.545,52821,0.18,0.095,0.033,14960,12435,23495,14960,,,0.724261
