fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,rep_tot,rep_ug,rep_gr,mn_rep_tot_bal,mn_rep_undergrad_l,mn_rep_grad_l,md_rep_tot_bal,md_rep_undergrad_l,md_rep_grad_l,rep_tot_bal,rep_undergrad_l,rep_grad_l,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,md_par_fam_inc,cpi_adj
1978,,4,,355,355,0,20,0,862,822,40,0,2425,1960,2315,1815,2030,1560,,,3220,3115,2255,4745,4450,4005,6.57,2,129,129,5,2040,1975,1675,1585,1550,1280,265,255,10,,,,,,,,,,,,,,,0.346492
1979,,4,,486,486,0,29,0,1242,1177,65,0,2555,2225,2420,2135,2260,1780,,,3425,3175,2670,4920,4575,4450,6.49,2,156,156,7,2145,2060,1790,1655,1595,1430,335,320,15,,,,,,,,,,,,,,,0.381639
1980,,4,,714,713,0,44,0,1931,1821,110,0,2705,2225,2550,2225,2495,1860,,,3560,3455,3205,5110,4640,4450,6.32,2,193,193,11,2250,2135,1955,1715,1670,1530,435,415,20,,,,,,,,,,,,,,,0.42186
1981,,4,,1035,1034,0,64,2,3141,2948,189,4,3035,2225,2850,2225,2945,2225,2955,2635,4310,4005,4340,5730,5230,5695,6.2,2,258,258,17,2390,2250,2105,1925,1820,1540,615,580,35,,,,,,,,,,,,,,,0.452594
1982,,4,,1247,1242,0,80,5,4085,3806,264,15,3275,2480,3065,2225,3310,2225,2870,2575,4450,4450,4450,6310,5785,7240,6.17,2,356,356,27,2580,2405,2325,2080,2010,1710,920,855,65,,,,,,,,,,,,,,,0.474364
1983,,4,,1437,1424,0,92,13,5001,4630,333,37,3480,2585,3250,2490,3620,2350,2885,2560,4450,4450,4450,6675,6410,8455,6.12,2,488,488,39,2870,2660,2615,2180,2120,1920,1400,1295,105,,,,,,,,,,,,,,,0.491878
1984,,4,,1671,1649,0,107,23,6063,5575,420,68,3630,2670,3380,2500,3910,2645,3010,2530,4560,4450,4450,6835,6675,8900,6.09,2,630,630,50,3125,2890,2955,2475,2230,2000,1965,1820,150,,,,,,,,,,,,,,,0.509814
1985,,4,,1908,1874,0,122,34,7173,6536,529,109,3760,2850,3485,2630,4315,3115,3185,2510,4805,4450,5000,7270,6675,9130,6.02,2,788,788,62,3335,3080,3235,2630,2500,2160,2630,2425,200,,,,,,,,,,,,,,,0.528431
1986,,4,,2092,2049,0,134,43,8008,7260,610,139,3830,2905,3545,2710,4530,3195,3190,2490,5000,4575,5465,7490,6745,10240,6,2,956,956,74,3490,3220,3510,2750,2575,2445,3340,3080,260,,,,,,,,,,,,,,,0.536539
1987,,4,,2244,2188,0,145,56,8789,7904,702,184,3915,3010,3610,2795,4825,3395,3270,2485,5150,4805,6395,7735,7115,10955,5.98,2,1108,1108,86,3590,3300,3810,2780,2610,2550,3980,3655,325,,,,,,,,,,,,,,,0.556903
1988,,4,,2395,2317,1,155,79,9673,8592,819,262,4040,3065,3710,2845,5270,3465,3335,2615,5340,5000,6685,8010,7475,12440,5.95,2,1241,1241,96,3695,3370,4165,2790,2630,2650,4585,4185,400,,,,,,,,,,,,,,,0.580705
1989,,4,,2563,2455,1,166,109,10671,9332,952,387,4165,3115,3800,2870,5720,3565,3545,3090,5450,5135,7335,8365,7765,13350,5.94,3,1356,1355,105,3770,3425,4495,2795,2655,2770,5115,4640,470,,,,,,,,,,,,,,,0.60299
1990,,4,,2719,2578,1,175,144,11915,10251,1126,537,4380,3150,3975,2945,6400,3900,3735,3180,5660,5310,7990,8930,8220,15265,5.91,3,1438,1437,111,3895,3510,5005,2815,2675,2855,5600,5045,555,,,,,,,,,,,,,,,0.631967
1991,,4,,2878,2700,1,187,182,13488,11413,1354,720,4685,3295,4225,3085,7210,4410,3955,3230,6065,5620,9255,9765,8895,17425,5.89,3,1493,1492,116,4100,3670,5530,2865,2725,3100,6120,5480,640,,,,,,,,,,,,,,,0.648323
1992,,4,,3018,2801,2,196,223,15335,12800,1604,932,5080,3515,4570,3340,8125,5020,4185,3275,6625,6175,10875,10630,9740,20120,5.89,3,1497,1496,118,4415,3920,6320,3005,2810,3550,6610,5860,750,,,,,,,,,,,,,,,0.665147
1993,,4,,3192,2951,2,206,247,17921,14930,1894,1098,5615,3895,5060,3710,9115,5770,4450,3255,7365,6855,12315,11850,10750,22360,5.9,3,1509,1508,123,4885,4285,7405,3300,3055,4140,7370,6460,910,,,,,,,,,,,,,,,0.679709
1994,,4,,3426,3162,2,223,272,21955,18232,2369,1354,6410,4465,5765,4225,10535,7000,4980,3525,8490,7940,14390,13625,12320,24960,5.87,3,1549,1548,128,5335,4655,8370,3555,3305,4755,8270,7200,1070,,,,,,,,,,,,,,,0.694281
1995,,4,,3627,3338,3,242,298,26631,21978,2981,1672,7345,5185,6585,4985,12175,8105,5610,3905,9810,9170,16735,15850,14275,28345,5.86,3,1598,1596,132,5980,5195,9560,3980,3665,5535,9555,8290,1265,50000,0.7,0.57,0.39,58847.4,0.14,0.09,0.04,42010,17030,56620,42010,27555,41545,0.707602
1996,,4,,3875,3560,3,265,326,32182,26400,3722,2060,8305,5605,7415,5470,13875,9040,6325,4220,11155,10470,18500,17875,16240,32405,5.87,3,1668,1666,142,6865,5930,11025,4590,4200,6730,11450,9880,1570,51065,0.72,0.57,0.39,53486.5,0.1,0.1,0.04,42965,16960,57345,42935,28020,48465,0.724261
1997,,4,,4116,3776,3,293,352,38301,31180,4602,2519,9305,6140,8255,6000,15515,10420,7150,4705,12490,11625,19990,20080,17835,36660,5.87,3,1760,1758,157,7895,6785,12585,5175,4790,8000,13895,11920,1975,51710,0.72,0.58,0.39,53337.5,0.1,0.1,0.04,43685,17145,57855,43680,27755,45935,0.732323
1998,,4,,4431,4064,4,338,381,44945,36199,5711,3035,10145,6660,8905,6265,16705,10605,7970,5115,13745,12670,21880,22275,19600,39455,5.88,3,1941,1938,182,9540,8120,15295,6040,5500,9360,18510,15735,2775,52685,0.73,0.58,0.38,55734.8,0.13,0.1,0.04,44585,17870,58210,44585,31135,47325,0.738253
1999,,4,,4675,4283,4,377,407,51698,41218,6934,3546,11060,7250,9625,6830,18200,11810,8715,5525,14860,13810,23800,24360,21130,42695,5.89,4,2069,2067,205,10780,9095,17130,6955,6220,10630,22305,18795,3510,54045,0.74,0.58,0.38,59136.2,0.11,0.08,0.03,45940,18285,59090,45945,33315,46220,0.753413
2000,,4,,4861,4443,5,413,436,58330,45948,8259,4124,12000,7920,10345,7450,19785,12750,9460,6025,16010,14720,25945,26450,22595,46945,5.9,4,2169,2166,230,12060,10080,18865,7970,7110,11765,26160,21830,4330,55435,0.75,0.58,0.39,59871,0.11,0.08,0.03,47175,18710,60015,47180,37800,47155,0.77168
2001,,4,,5056,4615,5,453,460,65218,50841,9697,4681,12900,8515,11015,8040,21190,13475,10170,6475,16985,15580,27455,28505,23930,49460,5.9,4,2267,2263,255,13345,11050,20525,8905,7955,12690,30245,25010,5235,56585,0.75,0.58,0.39,59800.4,0.12,0.08,0.03,48135,19070,60845,48165,39740,44945,0.779909
2002,,4,,5309,4838,6,507,493,72744,55930,11454,5361,13705,8895,11560,8435,22320,14100,10865,6785,17745,16215,28520,30525,25230,52160,5.89,4,2372,2368,284,14455,11825,22090,9605,8550,13650,34290,28010,6280,57765,0.76,0.59,0.39,59895.4,0.12,0.08,0.03,49075,19600,61540,49100,43080,45535,0.796383
2003,,4,,5619,5103,7,576,544,81531,61525,13552,6454,14510,9345,12055,8845,23250,14905,11865,7055,18650,16840,29490,32530,26380,53810,5.86,4,2509,2504,322,15505,12515,23440,10210,9085,14440,38895,31345,7550,58580,0.76,0.59,0.39,60021.4,0.12,0.08,0.03,49580,19855,61910,49600,45170,47155,0.811654
2004,,4,,5937,5373,8,649,598,91458,67574,16080,7804,15405,10020,12575,9220,24485,16130,13060,7660,19770,17390,31160,34715,27455,55310,5.82,4,2668,2662,369,16595,13190,24815,11000,9720,15480,44260,35110,9150,59460,0.77,0.59,0.39,60222.5,0.12,0.08,0.03,50210,20080,62440,50245,46725,46755,0.834702
2005,,4,,6265,5640,8,727,666,101846,74411,18959,8476,16255,10590,13195,9850,25775,17300,12725,7555,20830,18195,33045,36900,28800,57260,5.78,4,2865,2858,429,17810,13935,26090,11930,10490,16670,51025,39840,11190,60265,0.77,0.59,0.38,60377,0.12,0.08,0.03,50855,20165,62985,50890,48490,46680,0.858669
2006,,4,,6548,5897,9,806,699,113743,81781,22151,9811,17370,11370,13865,10505,27150,18385,14040,8405,22155,19060,34835,39655,30430,59185,5.75,4,3082,3075,496,19040,14710,27095,12960,11260,17625,58680,45235,13445,61045,0.78,0.59,0.38,60578.9,0.12,0.08,0.03,51465,20165,63400,51515,49160,45675,0.876992
2007,,4,,6822,6146,10,884,731,126080,89301,25598,11182,18480,12055,14530,11010,28605,19195,15290,9180,23415,19840,36820,42205,31880,62685,5.69,4,3252,3244,550,20105,15415,27980,13700,11835,18420,65380,50000,15380,61810,0.78,0.59,0.38,60722,0.12,0.08,0.03,52045,20195,63870,52125,50090,44835,0.906824
2008,,4,,7120,6416,11,960,764,139311,97477,29313,12519,19565,12745,15195,11550,30185,20495,16385,9760,24515,20470,39025,44585,33145,66250,5.61,4,3443,3434,603,21030,15975,29095,14230,12270,19215,72405,54860,17550,62585,0.78,0.59,0.38,60901.5,0.12,0.08,0.03,52580,20365,64205,52650,50755,44850,0.910217
2009,,4,,7528,6774,13,1052,822,155790,108040,33765,13961,20695,13670,15950,12415,31705,21240,16980,9985,25685,21260,40985,46710,34500,69860,5.51,4,3712,3702,672,21835,16395,30320,14600,12515,20260,81060,60695,20365,63440,0.79,0.59,0.38,61102.1,0.12,0.08,0.03,52965,20470,64585,53070,51240,43380,0.929017
2010,,4,,7970,7149,14,1142,900,173914,119627,38374,15862,21820,14485,16735,13035,33185,22055,17620,10185,27080,22495,42865,49030,36065,73190,5.39,4,3985,3974,742,22815,16945,31790,15005,12830,21125,90920,67335,23585,63880,0.79,0.58,0.37,61275.1,0.12,0.08,0.03,52990,20320,64655,53130,51910,41470,0.941916
2011,,4,,8432,7538,16,1234,991,195762,133194,44024,18466,23215,15250,17670,13655,35210,23395,18640,10840,29005,24085,45210,52175,38230,77620,5.28,3,4325,4312,823,24110,17760,33650,15655,13260,22200,104270,76585,27690,63910,0.79,0.58,0.37,61410,0.12,0.08,0.03,52615,20155,64330,52765,52370,38600,0.965479
2012,,4,,8816,7892,17,1316,1027,218227,146985,50165,20989,24755,16110,18625,14330,37610,24915,20435,11985,31110,25645,48445,55570,40455,84120,5.15,3,4735,4720,911,25470,18625,35855,16410,13720,23555,120580,87905,32675,63830,0.79,0.58,0.37,61530.3,0.12,0.08,0.03,52175,19965,63905,52325,52535,37785,0.980216
2013,,4,,9124,8185,19,1387,1049,239482,160209,55942,23240,26250,16825,19575,14915,39805,26330,22150,12705,33010,27215,51180,58985,42895,90040,5,3,5163,5147,1002,27030,19670,38210,17340,14375,24975,139535,101240,38295,63710,0.79,0.58,0.37,61599.8,0.12,0.08,0.03,51790,19850,63455,51950,52245,36680,0.992323
2014,,4,,9442,8482,19,1463,1080,261466,173467,62032,25882,27690,17585,20450,15390,41855,27475,23970,13450,34810,28565,53570,62430,45325,94930,4.82,3,5650,5634,1096,28590,20815,40390,18305,15150,26395,161540,117270,44270,63670,0.79,0.58,0.37,61656,0.12,0.08,0.03,51445,19745,63075,51650,52130,35580,1
1970,,5,,50,50,0,0,0,59,59,1,0,1175,890,1165,890,1180,1335,,,1335,1335,1335,1960,1870,2135,5.85,1,0,0,0,1060,1060,,875,875,,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,5,,87,87,0,2,0,135,133,2,0,1560,1335,1535,1335,1305,1335,,,2005,1870,1335,2670,2670,1525,5.83,1,3,3,0,990,990,,865,865,,5,5,0,,,,,,,,,,,,,,,0.217343
1972,,5,,122,122,0,3,0,219,215,4,0,1795,1335,1765,1335,1340,1335,,,2495,2405,1335,3210,3115,1875,6.01,1,12,12,0,1175,1160,875,875,875,660,15,15,0,,,,,,,,,,,,,,,0.224633
1973,,5,,155,155,0,5,0,306,298,8,0,1970,1515,1920,1365,1480,1335,,,2670,2670,1675,3740,3560,2670,6.04,1,26,26,1,1475,1450,1130,1195,1195,1250,40,40,0,,,,,,,,,,,,,,,0.24199
1974,,5,,190,190,0,8,0,407,394,14,0,2140,1780,2070,1690,1660,1335,,,2670,2670,2080,4005,4005,3115,6.26,2,46,46,1,1690,1655,1170,1320,1295,1195,75,75,0,,,,,,,,,,,,,,,0.269745
1975,,5,,225,225,0,12,0,511,491,20,0,2270,1780,2180,1780,1770,1335,,,2970,2670,2225,4420,4080,3385,6.42,2,66,66,3,1890,1830,1445,1585,1500,1225,125,120,5,,,,,,,,,,,,,,,0.287627
1976,,5,,264,264,0,17,0,633,601,32,0,2400,1790,2280,1780,1880,1515,,,3115,2985,2225,4675,4450,3560,6.49,2,82,82,4,2030,1960,1570,1650,1595,1180,165,160,5,,,,,,,,,,,,,,,0.302189
1977,,5,,329,329,0,25,0,840,787,53,0,2550,2100,2390,1895,2150,1780,,,3425,3115,2560,4905,4550,4450,6.5,2,104,104,5,2135,2050,1640,1715,1640,1240,225,215,10,,,,,,,,,,,,,,,0.322139
1978,,5,,417,417,0,36,0,1144,1055,88,0,2740,2225,2530,2160,2445,1780,,,3560,3435,3115,5340,4895,4590,6.49,2,132,132,9,2260,2130,1965,1760,1705,1615,300,280,15,,,,,,,,,,,,,,,0.346492
1979,,5,,602,602,0,52,0,1736,1597,140,0,2885,2225,2650,2225,2695,2135,,,3840,3560,3590,5610,5000,5000,6.3,2,166,166,14,2410,2225,2210,1860,1735,1725,400,370,30,,,,,,,,,,,,,,,0.381639
1980,,5,,923,923,0,82,0,2835,2591,244,0,3070,2225,2805,2225,2990,2225,,,4390,3935,4450,5875,5055,5565,5.98,2,211,211,20,2550,2330,2370,2000,1880,1775,540,490,45,,,,,,,,,,,,,,,0.42186
1981,,5,,1337,1331,0,122,6,4688,4225,445,17,3505,2570,3175,2275,3665,3030,3070,2640,4450,4450,4450,6675,5900,7830,5.78,2,283,283,32,2785,2485,2635,2135,2045,1970,790,705,85,,,,,,,,,,,,,,,0.452594
1982,,5,,1577,1564,0,147,13,6007,5352,614,42,3810,3115,3420,2670,4170,3575,3140,2620,4725,4450,5000,6675,6630,8900,5.76,2,402,402,49,3035,2680,2880,2200,2140,2135,1220,1080,140,,,,,,,,,,,,,,,0.474364
1983,,5,,1770,1743,0,170,28,7205,6320,794,92,4070,3475,3625,3085,4660,3965,3320,2625,5340,4650,6230,7565,6675,9185,5.74,2,560,560,71,3370,2950,3300,2620,2315,2500,1885,1650,235,,,,,,,,,,,,,,,0.491878
1984,,5,,2026,1983,0,197,44,8602,7435,1015,152,4245,3560,3750,3170,5135,4250,3475,2600,5750,4995,7150,8220,6950,11125,5.71,3,734,733,92,3670,3210,3690,3040,2640,2860,2690,2355,340,,,,,,,,,,,,,,,0.509814
1985,,5,,2266,2205,0,228,62,9977,8477,1274,226,4405,3595,3845,3270,5565,4450,3655,2595,5940,5160,7885,8545,7430,12625,5.65,3,914,914,113,3915,3405,4160,3255,2890,3180,3580,3110,470,,,,,,,,,,,,,,,0.528431
1986,,5,,2449,2374,1,253,75,10980,9213,1490,277,4485,3630,3880,3280,5875,4450,3670,2535,6065,5330,8520,8675,7500,13350,5.61,3,1106,1105,137,4070,3500,4585,3285,2900,3230,4500,3870,630,,,,,,,,,,,,,,,0.536539
1987,,5,,2592,2505,1,276,88,11969,9882,1762,325,4615,3625,3945,3295,6360,4450,3690,2520,6225,5450,8900,8900,7800,14090,5.61,3,1264,1264,160,4205,3570,5005,3325,2895,3540,5310,4510,800,,,,,,,,,,,,,,,0.556903
1988,,5,,2730,2618,1,300,114,13061,10530,2099,432,4785,3595,4020,3295,6975,5000,3805,3080,6325,5575,9690,9270,8010,15575,5.58,3,1405,1404,183,4330,3615,5500,3310,2890,3770,6080,5075,1005,,,,,,,,,,,,,,,0.580705
1989,,5,,2872,2728,1,321,146,14154,11135,2442,576,4930,3560,4080,3280,7575,5370,3930,3280,6415,5645,10295,9815,8230,17465,5.55,3,1527,1526,201,4440,3645,6035,3295,2850,3880,6775,5565,1210,,,,,,,,,,,,,,,0.60299
1990,,5,,3015,2834,2,346,184,15670,11959,2962,749,5200,3595,4220,3295,8510,5985,4075,3305,6675,5785,11595,10590,8670,20025,5.53,3,1607,1606,217,4585,3690,6650,3240,2825,4080,7365,5925,1440,,,,,,,,,,,,,,,0.631967
1991,,5,,3116,2897,2,360,223,17356,12900,3500,956,5570,3800,4450,3420,9655,6715,4300,3320,7070,6145,13135,11510,9275,23015,5.51,3,1625,1623,223,4845,3820,7525,3295,2855,4785,7870,6195,1675,,,,,,,,,,,,,,,0.648323
1992,,5,,3197,2936,3,371,267,19216,13989,4021,1206,6010,4000,4765,3655,10770,7500,4520,3350,7730,6625,15000,12525,10060,25160,5.54,3,1608,1606,227,5265,4050,8620,3495,3000,5295,8465,6505,1960,,,,,,,,,,,,,,,0.665147
1993,,5,,3296,3001,3,373,301,21914,15782,4613,1519,6650,4460,5260,4000,12270,8260,5040,3660,8560,7390,17575,13775,11040,29110,5.55,3,1571,1569,228,5850,4410,9970,3735,3235,6160,9195,6915,2280,,,,,,,,,,,,,,,0.679709
1994,,5,,3463,3131,3,387,339,26435,18720,5593,2122,7635,5250,5980,4620,14340,10215,6255,4050,9925,8455,19995,16065,12600,34000,5.52,3,1568,1566,231,6485,4810,11400,4080,3490,7350,10170,7535,2635,,,,,,,,,,,,,,,0.694281
1995,,5,,3608,3237,3,409,379,31699,22010,6829,2859,8785,5925,6800,5285,16580,12170,7550,4795,11405,9655,23245,18445,14500,37885,5.49,3,1557,1555,234,7385,5375,13415,4695,3915,8775,11500,8360,3145,63805,0.82,0.54,0.29,63543.8,0.13,0.09,0.04,55555,15410,65525,55570,28135,55480,0.707602
1996,,5,,3809,3396,4,434,421,37757,25781,8227,3748,9915,6320,7590,5815,18790,14005,8895,5480,12675,10880,26535,21115,16265,41935,5.48,3,1595,1591,246,8495,6145,15345,5300,4565,10370,13545,9775,3770,65135,0.83,0.54,0.28,64931.7,0.12,0.08,0.03,57215,16195,66545,57225,36015,55510,0.724261
1997,,5,,3997,3544,5,464,462,44189,29728,9754,4708,11055,7180,8385,6155,20820,15790,10180,6265,14320,11775,29660,23495,17260,46920,5.49,3,1651,1648,264,9790,7035,17355,6215,5125,12105,16170,11595,4575,65965,0.84,0.54,0.28,64524.6,0.12,0.08,0.03,57885,16865,66940,57860,34365,60050,0.732323
1998,,5,,4263,3782,5,517,494,50722,33515,11534,5673,11900,7775,8860,6585,22100,15545,11490,7045,15170,12780,31340,25960,18620,51590,5.52,4,1796,1792,300,11605,8215,20405,7320,5900,13760,20850,14720,6130,67460,0.84,0.54,0.28,66404.6,0.11,0.08,0.03,59375,17495,68160,59380,39260,55510,0.738253
1999,,5,,4456,3946,6,555,523,57663,37505,13574,6583,12940,8420,9505,7155,24195,17260,12585,7730,16380,13815,34300,28595,19860,56710,5.53,4,1888,1883,331,13165,9185,22880,8400,6725,15800,24860,17295,7560,68765,0.85,0.55,0.28,67146.6,0.09,0.07,0.03,60470,17645,69090,60465,44380,57185,0.753413
2000,,5,,4600,4054,6,588,560,64093,41049,15456,7588,13935,8955,10125,7830,26015,18525,13545,8245,17140,14500,36870,31075,21000,59320,5.54,4,1947,1942,355,14700,10135,25205,9600,7640,17595,28625,19680,8945,70030,0.85,0.55,0.28,67366.8,0.09,0.07,0.03,61560,18005,70145,61555,47450,61225,0.77168
2001,,5,,4736,4163,7,623,589,70561,44635,17448,8478,14900,9590,10720,8395,27710,19195,14395,8810,17965,15135,38370,33345,22045,61565,5.56,4,2001,1996,376,16150,11025,27460,10620,8485,19105,32320,21995,10325,71765,0.86,0.55,0.28,67655.5,0.09,0.07,0.03,62675,18480,71070,62685,49235,60285,0.779909
2002,,5,,4920,4311,8,677,629,77654,48210,19901,9544,15785,10120,11185,8830,29055,19945,15170,9095,18880,15645,39670,35595,22920,63790,5.57,4,2095,2089,413,17505,11735,29460,11420,9110,20330,36675,24510,12165,73355,0.86,0.55,0.28,67949.5,0.09,0.07,0.03,63935,18925,72335,63950,52805,55990,0.796383
2003,,5,,5137,4481,8,748,680,85959,52109,22759,11092,16730,10665,11630,9000,30090,20900,16310,9490,19915,16130,41070,38225,23765,65385,5.57,4,2210,2203,457,18670,12330,30865,12110,9665,21325,41255,27165,14090,74535,0.86,0.55,0.28,68007.7,0.09,0.07,0.03,64600,19295,73080,64635,55230,55655,0.811654
2004,,5,,5370,4663,10,815,735,95444,56369,25960,13115,17775,11255,12090,9415,31470,22640,17845,10070,21140,16690,42995,41030,24735,67400,5.55,4,2340,2332,510,20025,12985,32540,12940,10310,23050,46870,30280,16590,75570,0.86,0.55,0.28,68216.5,0.09,0.07,0.03,65200,19460,73680,65240,57995,54680,0.834702
2005,,5,,5615,4850,11,896,799,105489,60962,29876,14651,18790,11790,12570,9925,32930,23865,18335,10555,22355,17125,44865,43845,25770,70310,5.53,4,2521,2512,581,21480,13625,34280,13925,10980,24545,54160,34225,19935,76540,0.87,0.54,0.28,68341.9,0.09,0.07,0.03,65945,19495,74225,65995,59710,53440,0.858669
2006,,5,,5824,5049,12,977,819,116318,66003,33702,16613,19970,12570,13070,10455,34085,25085,20275,11830,23780,17580,46355,47070,26855,72135,5.53,4,2697,2686,657,22760,14250,35145,14685,11655,25565,61380,38285,23095,77335,0.87,0.54,0.27,68463,0.09,0.07,0.03,66600,19565,74775,66690,60755,52465,0.876992
2007,,5,,5997,5202,13,1045,843,127306,70448,38167,18690,21230,13240,13540,10875,36050,26285,22165,12950,25095,18010,49005,50230,27760,77185,5.5,4,2805,2793,705,23730,14775,35845,15170,12055,26010,66555,41275,25285,78080,0.87,0.55,0.27,68558,0.09,0.07,0.03,67200,19585,75245,67295,61810,52465,0.906824
2008,,5,,6199,5380,14,1117,873,138974,75473,43029,20471,22420,13710,14030,11270,38020,27325,23460,13585,26150,18325,51360,52885,28355,82825,5.44,4,2935,2923,760,24645,15155,36900,15515,12300,26735,72330,44305,28025,79130,0.87,0.55,0.27,68720.6,0.09,0.07,0.03,67835,19800,75830,67955,62425,51930,0.910217
2009,,5,,6503,5628,16,1200,934,153112,82013,48723,22365,23545,14305,14575,11915,40080,28170,23950,13600,27080,18990,53180,55145,29175,89710,5.36,4,3130,3117,824,25440,15370,38505,15650,12340,27690,79625,47910,31720,80635,0.88,0.55,0.27,68960.5,0.09,0.07,0.03,68740,19945,76635,68880,63420,50105,0.929017
2010,,5,,6790,5858,17,1278,998,168691,88941,55050,24674,24845,15115,15180,12380,42495,29470,24720,14195,28410,20065,55390,57940,30270,96220,5.28,4,3330,3315,890,26420,15675,40450,15840,12430,28430,87965,51965,35995,81295,0.88,0.55,0.27,69198.6,0.09,0.07,0.03,68930,20020,76900,69090,63930,48135,0.941916
2011,,5,,7069,6093,19,1350,1051,186082,96807,61822,27414,26320,15820,15890,12750,45155,30660,26085,15115,30220,21310,58535,61070,31835,104680,5.18,3,3552,3537,962,27820,16265,42950,16330,12645,29515,98830,57515,41315,81570,0.88,0.55,0.27,69407.8,0.09,0.07,0.03,68795,19965,76795,68990,64390,45355,0.965479
2012,,5,,7270,6281,20,1411,1067,203355,104169,69044,30099,27970,16315,16585,13030,48255,31945,28205,16220,32220,22580,62325,64660,33535,113765,5.06,3,3799,3783,1038,29355,16905,45830,17020,12860,30910,111525,63935,47590,81615,0.88,0.55,0.27,69481.6,0.09,0.07,0.03,68530,20000,76585,68790,64610,43385,0.980216
2013,,5,,7427,6434,21,1461,1074,219311,111030,75555,32684,29530,16900,17255,13420,50980,33250,30440,17060,33740,23795,65560,68175,35130,121665,4.93,3,4039,4020,1110,30930,17600,48765,17805,13170,32305,124910,70765,54145,81555,0.88,0.55,0.27,69525.1,0.09,0.07,0.03,68255,20045,76295,68495,64755,43175,0.992323
2014,,5,,7585,6582,22,1507,1090,234910,117507,82046,35320,30970,17495,17855,13745,53660,34585,32410,17760,35140,24545,68755,71850,36725,128620,4.76,3,4309,4289,1178,32485,18420,51735,18655,13645,33640,139965,79000,60965,81685,0.88,0.55,0.27,69581.8,0.09,0.07,0.03,67935,19850,76070,68195,64630,42040,1
1970,,6,,11,0,11,0,0,16,0,16,0,1505,1335,,,1505,1335,,,1335,,1335,2670,,2670,4.35,1,0,0,0,1160,,1160,1290,,1290,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,6,,19,0,19,0,0,34,0,34,0,1785,1335,,,1785,1335,,,2670,,2670,2670,,2670,4.43,1,1,0,1,1240,,1240,1195,,1195,0,0,0,,,,,,,,,,,,,,,0.217343
1972,,6,,28,0,28,0,0,53,0,53,0,1910,1335,,,1910,1335,,,2670,,2670,3560,,3560,4.48,1,4,0,4,1375,,1375,1260,,1260,5,0,5,,,,,,,,,,,,,,,0.224633
1973,,6,,37,0,37,0,0,79,0,79,0,2115,1355,,,2115,1355,,,2670,,2670,4005,,4005,4.42,1,9,0,9,1605,,1605,1270,,1270,15,0,15,,,,,,,,,,,,,,,0.24199
1974,,6,,48,0,48,0,0,110,0,110,0,2305,1780,,,2305,1780,,,2950,,2950,4450,,4450,4.57,1,15,0,15,1880,,1880,1295,,1295,30,0,30,,,,,,,,,,,,,,,0.269745
1975,,6,,59,0,59,0,0,146,0,146,0,2450,1960,,,2450,1960,,,3250,,3250,4720,,4720,4.49,1,21,0,21,2075,,2075,1625,,1625,45,0,45,,,,,,,,,,,,,,,0.287627
1976,,6,,75,0,75,0,0,191,0,191,0,2560,2020,,,2560,2020,,,3340,,3340,5115,,5115,4.51,1,28,0,28,2200,,2200,1770,,1770,60,0,60,,,,,,,,,,,,,,,0.302189
1977,,6,,96,0,96,0,0,274,0,274,0,2865,2225,,,2865,2225,,,3940,,3940,5785,,5785,4.6,1,36,0,36,2285,,2285,1745,,1745,80,0,80,,,,,,,,,,,,,,,0.322139
1978,,6,,127,0,127,0,0,411,0,411,0,3225,2225,,,3225,2225,,,4450,,4450,6675,,6675,4.57,1,47,0,47,2490,,2490,1840,,1840,120,0,120,,,,,,,,,,,,,,,0.346492
1979,,6,,184,0,184,0,0,682,0,682,0,3700,2865,,,3700,2865,,,4450,,4450,7920,,7920,4.48,1,61,0,61,2685,,2685,1980,,1980,165,0,165,,,,,,,,,,,,,,,0.381639
1980,,6,,282,0,282,0,0,1182,0,1182,0,4190,3820,,,4190,3820,,,4895,,4895,8900,,8900,4.3,1,79,0,79,2990,,2990,2130,,2130,235,0,235,,,,,,,,,,,,,,,0.42186
1981,,6,,417,0,417,0,0,2066,0,2066,0,4950,4450,,,4950,4450,,,6675,,6675,8900,,8900,4,1,111,0,111,3385,,3385,2575,,2575,375,0,375,,,,,,,,,,,,,,,0.452594
1982,,6,,491,0,491,0,0,2715,0,2715,0,5535,4450,,,5535,4450,,,8390,,8390,11195,,11195,3.98,1,166,0,166,3940,,3940,3285,,3285,655,0,655,,,,,,,,,,,,,,,0.474364
1983,,6,,566,0,566,0,0,3363,0,3363,0,5940,4450,,,5940,4450,,,8675,,8675,12900,,12900,4.02,1,239,0,239,4520,,4520,3900,,3900,1080,0,1080,,,,,,,,,,,,,,,0.491878
